Start Date,End Date,Event Title,Arc,Label,Tags,Participants,Notes
25/02/2015,25/02/2015,Maurice Vellacott,,politics,politician,Canadian House of Commons,
25/02/2015,25/02/2015,Brian Jean,,politics,politician,Canadian House of Commons,
26/02/2015,26/02/2015,Voice of Fire,,media,painting,Canadian Department of National Defence,
26/02/2015,26/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
26/02/2015,26/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,M203 grenade launcher,,military,military equipment,Canadian Department of National Defence,
26/02/2015,26/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
26/02/2015,26/02/2015,Tahsis,,place,british colombia canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Tahsis,,place,british colombia canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Blake Richards,,politics,politician,Canadian House of Commons,
26/02/2015,26/02/2015,Jamie Nicholls,,politics,politicians,Canadian House of Commons,
26/02/2015,26/02/2015,Canadian Forces Northern Area Headquarters Yellowkni,,military,military unit,Shared Services Canada,
26/02/2015,26/02/2015,Canadian Forces Northern Area Headquarters Yellowkni,,military,military unit,Shared Services Canada,
26/02/2015,26/02/2015,Talk:Instagram,,talk,talk,Environment Canada,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
26/02/2015,26/02/2015,List of bears,,science,animal,Shared Services Canada,
27/02/2015,27/02/2015,Toluene,,science,theory,Natural Resources Canada,
27/02/2015,27/02/2015,SDSS J0100+2802,,science,science object,Department of Justice Canada,
27/02/2015,27/02/2015,2015 Tim Hortons Brier,,sports,curling,Shared Services Canada,
27/02/2015,27/02/2015,Earl Armstrong Arena,,sports,hockey,Shared Services Canada,
27/02/2015,27/02/2015,Earl Armstrong Arena,,sports,hockey,Shared Services Canada,
27/02/2015,27/02/2015,Earl Armstrong Arena,,sports,hockey,Shared Services Canada,
27/02/2015,27/02/2015,Earl Armstrong Arena,,sports,hockey,Shared Services Canada,
27/02/2015,27/02/2015,Earl Armstrong Arena,,sports,hockey,Shared Services Canada,
27/02/2015,27/02/2015,Maurice Vellacott,,politics,politician,Canadian House of Commons,
27/02/2015,27/02/2015,Maurice Vellacott,,politics,politician,Canadian House of Commons,
27/02/2015,27/02/2015,Maurice Vellacott,,politics,politician,Canadian House of Commons,
01/03/2015,01/03/2015,Aéreo Calafia,,aviation,airline,Shared Services Canada,
01/03/2015,01/03/2015,File:Historic American Buildings Survey  Arnold Moses  P,,file,file,Environment Canada,
01/03/2015,01/03/2015,File:Thunderstorm near Elko Nevada.JPG,,file,file,Environment Canada,
01/03/2015,01/03/2015,File:Cloud and Thunderstorm.jpg,,file,file,Environment Canada,
01/03/2015,01/03/2015,Grande inondation de 1862,,science,flood,Environment Canada,
01/03/2015,01/03/2015,Nuage noctulescent,,science,theory,Environment Canada,
01/03/2015,01/03/2015,Nuage noctulescent,,science,theory,Environment Canada,
01/03/2015,01/03/2015,Nuage noctulescent,,science,theory,Environment Canada,
01/03/2015,01/03/2015,Nuage noctulescent,,science,theory,Environment Canada,
02/03/2015,02/03/2015,Jeff Petry,,sports,hockey,Shared Services Canada,
02/03/2015,02/03/2015,Beryl McBurnie,,media,dancer,Shared Services Canada,
02/03/2015,02/03/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
02/03/2015,02/03/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
02/03/2015,02/03/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
02/03/2015,02/03/2015,Quebec French profanity,,language,language,Shared Services Canada,
02/03/2015,02/03/2015,Mitchell Kutney,,media,business,Shared Services Canada,
02/03/2015,02/03/2015,Mitchell Kutney,,media,business,Shared Services Canada,
02/03/2015,02/03/2015,Claude Carignan,,politics,politician,Canadian House of Commons,
02/03/2015,02/03/2015,Claude Carignan,,politics,politician,Canadian House of Commons,
02/03/2015,02/03/2015,Gatineau,,place,quebec canada,Shared Services Canada,
02/03/2015,02/03/2015,15th Field Artillery Regiment (Cana,,military,military unit,Canadian Department of National Defence,
02/03/2015,02/03/2015,15th Field Artillery Regiment (Cana,,military,military unit,Canadian Department of National Defence,
02/03/2015,02/03/2015,429 Transport Squadron,,military,military unit,Canadian Department of National Defence,
03/03/2015,03/03/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
03/03/2015,03/03/2015,Talk:Sunlight,,talk,talk,Environment Canada,
03/03/2015,03/03/2015,Zangger Committee,,politics,organisation,Shared Services Canada,
03/03/2015,03/03/2015,Zangger Committee,,politics,organisation,Shared Services Canada,
03/03/2015,03/03/2015,Bert Fegg's Nasty Book for Boys and Girls,,media,book,Industry Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
03/03/2015,03/03/2015,Chiac,,language,language,Shared Services Canada,
04/03/2015,04/03/2015,SS Montevideo Maru,,military,military equipment,Industry Canada,
04/03/2015,04/03/2015,Property Brothers,,media,television,Shared Services Canada,
04/03/2015,04/03/2015,Property Brothers,,media,television,Transport Canada,
04/03/2015,04/03/2015,Property Brothers,,media,television,Shared Services Canada,
04/03/2015,04/03/2015,Property Brothers,,media,television,Transport Canada,
04/03/2015,04/03/2015,The Fort Garry Horse,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,The Fort Garry Horse,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,List of armouries in Canada,,military,military place,Shared Services Canada,
04/03/2015,04/03/2015,List of armouries in Canada,,military,military place,Shared Services Canada,
04/03/2015,04/03/2015,List of armouries in Canada,,military,military place,Shared Services Canada,
04/03/2015,04/03/2015,If I Had $1000000,,media,music,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
04/03/2015,04/03/2015,Royal Canadian Air Cadets,,military,military unit,Shared Services Canada,
05/03/2015,05/03/2015,File:De Madrid al cielo 287.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:De Madrid al cielo 287.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Ave du parc CUMULUS 1 NB.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:2014-10-19 16 44 07 Cumulus clouds viewed from near,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Classic Corn Dog SWA colors SJC dramatic lighti,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Cúmulos castellanus.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:De Madrid al cielo 279.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Cúmulus castellanus 2.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:De Madrid al cielo 283.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Drahoňův Újezd domy u silnice.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Ek och moln på sommaren på Gotland.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Fly00803 - Flickr - NOAA Photo Library.jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Julian Alps Shots Summer 2004 (31).JPG,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Vlatva River Prague (5661025505).jpg,,file,file,Environment Canada,
05/03/2015,05/03/2015,File:Ogwen River in spate after the storms that ended th,,file,file,Environment Canada,
05/03/2015,05/03/2015,Discussion:Prisonniers de guerre allemands aux États-Uni,,talk,talk,Environment Canada,
05/03/2015,05/03/2015,Inmigración británica en Argentina,,politics,law,Shared Services Canada,
05/03/2015,05/03/2015,2015 Canadian Junior Curling Championships,,sports,curling,Shared Services Canada,
05/03/2015,05/03/2015,Inmigración británica en Argentina,,politics,law,Shared Services Canada,
05/03/2015,05/03/2015,Inmigración británica en Argentina,,politics,law,Shared Services Canada,
05/03/2015,05/03/2015,Fin Donnelly,,politics,politician,Canadian House of Commons,
05/03/2015,05/03/2015,Fin Donnelly,,politics,politician,Canadian House of Commons,
05/03/2015,05/03/2015,Fin Donnelly,,politics,politician,Canadian House of Commons,
05/03/2015,05/03/2015,Arthur Rimbaud,,media,poetry,Shared Services Canada,
05/03/2015,05/03/2015,Report on the Affairs of British North Amer,,politics,law,Canadian Museum of Civilization,
05/03/2015,05/03/2015,Report on the Affairs of British North Amer,,politics,law,Canadian Museum of Civilization,
06/03/2015,06/03/2015,Pression de vapeur saturante de l'eau,,science,theory,Environment Canada,
06/03/2015,06/03/2015,File:2015-02-01 snow storm in Medford MA.jpg,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Arches National Park - Blue Sky.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Arches National Park - Double Arches 3.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Canyonlands National Park - Sunsets.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Canyonlands National Park 2.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Double Rainbow Beauty.jpg,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Double Rainbow in Cologne (5421120929).jpg,,file,file,Environment Canada,
06/03/2015,06/03/2015,Category:Double Rainbow,,category,category,Environment Canada,
06/03/2015,06/03/2015,File:Canyonlands National Park Sunset.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Canyonlands National Park Sunset.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Cloud to Ground Lightning in Canyonlands National P,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Cliff Walls at Canyon Lands National Park.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Double Rainbow - Canyonlands NP.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Double Rainbow and Sunset in Canyonlands National P,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Dusty Monument Valley.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 01.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 02.jpg,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 03.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 04.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 05.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 06.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Klatka meteorologiczna 07.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:La-moitie-des-phenomenes-meteorologiques-extremes-d,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Lake Tahoe - Heavy Snow.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:LenticularCloud-Madeira 20150221©KarlheinzEssl.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Lightning across the Elko Hills.jpg,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Lightning over Elko Nevada.jpg,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Monument Valley Cast in the Dust.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Highway 2.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Highway.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Ski - Blazing Zepyr Six.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Ski 2.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Ski - Northwest Magnum 6.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Ski 3.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Ski.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Summit 2.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Summit 3.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Mount Rose Summit 4.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Overcast Monument Valley.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Rainbow over the Canyons.JPG,,file,file,Environment Canada,
06/03/2015,06/03/2015,File:Rays of Sun - Canyonlands National Park.JPG,,file,file,Environment Canada,
